Customer ID,TotalSpent,TotalOrders
15193,499.32,19
15194,12021.53,476
15195,3861.0,1
15196,313.7,42
15197,1877.51,59
15198,571.35,31
15199,3122.4,51
15200,549.05,30
15201,1842.95,100
15202,6001.49,3
15203,4400.18,343
15204,316.58,9
15205,653.24,37
15206,420.29999999999995,9
15207,683.9200000000001,24
15208,970.52,48
15209,178.98000000000002,13
15210,1176.19,67
15211,894.4100000000001,52
15212,208.28,10
15213,328.35,24
15214,1661.44,110
15215,2422.43,113
15216,486.09,24
15217,426.24,28
15218,11468.83,396
15219,685.45,26
15220,1778.96,117
15221,2062.2000000000003,29
15222,3550.91,138
15223,1417.95,34
15224,871.36,35
15225,409.40000000000003,23
15226,154.41,8
15227,2488.4900000000002,120
15228,5580.2699999999995,234
15229,160.5,9
15230,429.6,23
15231,250.26,14
15232,612.06,31
15233,59.400000000000006,1
15234,197.0,14
15235,2772.76,178
15236,321.05,15
15237,1412.32,99
15238,1071.99,50
15239,780.59,49
15240,4459.98,224
15241,3050.16,184
15242,302.04,4
15243,927.2800000000001,61
15244,912.08,48
15245,4610.84,148
15246,780.4,51
15247,976.06,17
15248,1893.93,106
15249,9266.0,502
15250,60.0,3
15251,20324.54,230
15252,2103.41,118
15253,2055.09,116
15254,1088.35,67
15255,3706.02,188
15256,170.4,10
15257,685.9,12
15258,623.16,34
15259,1182.3799999999999,57
15260,8767.73,381
15261,1508.0,92
15262,418.82,26
15263,156.51,12
15264,848.4,55
15265,3345.64,193
15266,852.21,45
15267,1717.36,11
15268,961.9000000000001,22
15269,1225.3600000000001,35
15270,8524.86,168
15271,4528.54,570
15272,2030.95,286
15273,228.96,1
15274,716.57,47
15275,615.14,41
15276,619.8,178
15277,476.34,26
15278,496.15999999999997,29
15279,1580.54,94
15280,397.52,60
15281,8543.57,522
15282,348.59,27
15283,148.33,9
15284,24.75,1
15285,94.92,6
15286,240.55,3
15287,856.03,36
15288,3715.38,153
15289,1593.09,97
15290,10496.28,292
15291,13517.76,244
15292,178.39,24
15293,247.5,19
15294,233.35,15
15295,207.04,52
15296,10323.03,534
15297,641.94,39
15298,9061.77,425
15299,6156.53,10
15300,496.44,28
15301,6909.67,345
15302,308.0,15
15303,1224.18,69
15304,796.4000000000001,24
15305,93.6,5
15306,3484.73,162
15307,205.3,12
15308,310.47,19
15309,797.96,54
15310,1634.64,45
15311,114966.42,4306
15312,2930.19,163
15313,52.0,1
15314,820.4499999999999,50
15315,570.5,37
15316,165.0,1
15317,129.75,5
15318,312.62,33
15319,204.5,16
15320,267.13,36
15321,6709.7300000000005,309
15322,1390.86,83
15323,434.6,29
15324,140.22000000000003,8
15325,1601.46,224
15326,1700.52,129
15327,208.75,10
15328,107.24,8
15329,2958.83,154
15330,714.96,13
15331,767.91,44
15332,4892.68,154
15333,1028.56,16
15334,350.82,98
15335,170.22,35
15336,240.5,15
15337,373.02,21
15338,277.93,58
15339,1821.02,220
15340,105.5,7
15341,2402.7200000000003,24
15342,406.09,24
15343,364.5,21
15344,563.94,26
15345,393.54,20
15346,596.12,37
15347,1162.0,36
15348,158.04,9
15349,463.90999999999997,71
15350,547.6,30
15351,3430.22,314
15352,111.15,34
15353,2794.4700000000003,360
15354,284.4,3
15355,277.05,14
15356,3239.57,669
15358,16425.86,1089
15359,181.35,16
15360,427.93,13
15361,689.07,10
15362,613.08,40
15363,678.11,35
15364,913.19,29
15365,4557.13,218
15366,2389.08,138
15367,5081.33,279
15368,722.74,8
15369,6251.26,59
15370,3739.01,144
15371,59.400000000000006,1
15372,6017.06,57
15373,3084.54,189
15374,307.32,10
15375,60.959999999999994,6
15376,1221.56,116
15377,1211.75,21
15378,246.5,12
15379,4877.84,263
15380,3248.96,52
15381,1890.5700000000002,24
15382,13733.550000000001,632
15384,2027.79,118
15385,942.08,21
15386,394.14,31
15387,468.65,20
15388,140.54,10
15389,2733.8,6
15390,1216.66,77
15391,289.87,12
15392,2911.62,144
15393,891.34,44
15394,5286.8,227
15395,107.45,7
15396,796.38,16
15397,94.0,6
15398,1345.53,73
15399,815.77,50
15400,1302.3,27
15401,216.95000000000002,14
15402,1830.54,131
15403,170.88,8
15404,257.06,16
15405,659.84,30
15406,975.87,122
15407,1046.74,148
15408,267.18,34
15409,131.25,9
15410,4685.72,162
15411,1348.93,98
15412,190.53,10
15413,6798.72,25
15414,774.9000000000001,39
15415,559.61,47
15416,4572.82,228
15417,508.8,28
15418,449.42,68
15419,135.86,8
15420,743.0,56
15421,3805.34,316
15422,1619.97,120
15423,266.89,14
15424,597.78,33
15425,1941.1200000000001,143
15426,2156.35,429
15427,1430.54,292
15428,762.75,44
15429,397.35,82
15430,954.75,36
15431,153.24,2
15432,320.76,16
15433,533.3,41
15434,2567.06,134
15435,149.29,29
15436,1067.75,291
15437,393.45,57
15438,156.57999999999998,25
15439,1269.05,57
15440,383.68,62
15441,1254.21,57
15442,594.0,2
15443,5114.23,625
15444,1411.21,214
15445,284.5,14
15446,399.75,112
15447,492.88,29
15448,788.81,49
15449,974.52,60
15450,429.84,30
15451,226.86,60
15452,1785.1100000000001,199
15453,1371.77,279
15454,305.99,40
15455,38.25,2
15456,2091.52,227
15457,237.07,58
15458,370.43999999999994,13
15459,202.82999999999998,7
15460,214.26,56
15461,429.7,2
15462,737.05,41
15463,126.14,7
15464,1044.65,155
15465,12100.4,255
15466,1560.46,262
15467,524.88,52
15468,1430.48,80
15469,874.25,43
15470,63.419999999999995,4
15471,1292.01,155
15472,371.56,76
15473,2046.0,14
15474,150.35,19
15475,454.10999999999996,29
15476,2209.98,79
15477,368.4,2
15478,1983.48,69
15479,147.4,9
15480,6279.0,215
15481,1993.34,38
15482,14417.36,148
15483,817.8199999999999,269
15484,4652.1,240
15485,4810.92,137
15486,102.0,1
15487,231.32,14
15488,431.92,11
15489,2419.61,114
15490,210.85,25
15491,3100.09,154
15492,659.4599999999999,35
15493,4121.68,612
15494,3702.6,368
15495,246.5,20
15496,146.14000000000001,22
15497,8657.39,121
15498,24972.86,941
15499,158.65,41
15500,1131.56,68
15501,399.95,69
15502,13003.869999999999,330
15503,257.3,117
15504,402.7,64
15505,3610.96,97
15506,2030.33,273
15507,475.86,45
15508,1000.27,92
15509,152.41,26
15510,250.0,1
15511,900.53,158
15512,331.58,32
15513,26437.05,547
15514,6392.06,317
15515,171.81,7
15516,62.43,15
15517,267.03,27
15518,4189.99,448
15519,344.61,37
15520,343.5,18
15521,7098.24,403
15522,397.99,56
15523,17259.19,212
15524,591.4,9
15525,890.22,180
15526,148.44,4
15527,5554.89,329
15528,229.33,26
15529,4783.66,785
15530,1808.68,142
15531,1972.39,219
15532,3738.85,617
15533,807.57,83
15534,162.25,8
15535,1044.3700000000001,130
15536,259.09,16
15537,110.92,24
15538,3358.3999999999996,14
15539,538.46,41
15540,460.68,31
15541,85.13000000000001,29
15542,855.71,226
15543,242.26,56
15544,7807.89,531
15545,288.96999999999997,80
15546,1079.1000000000001,12
15547,10057.05,1332
15548,158.09,23
15549,2334.16,161
15550,2211.05,235
15551,1679.81,143
15552,252.52,30
15553,428.93,55
15554,217.2,14
15555,11243.91,1591
15556,279.77,31
15557,468.91,19
15558,202.68,23
15559,1109.4,62
15560,153.52,10
15561,1934.3899999999999,92
15562,671.4300000000001,33
15563,2859.46,257
15564,70.74000000000001,4
15565,173.16,8
15566,227.87,12
15567,186.01,7
15568,758.29,53
15569,3583.45,140
15570,8736.49,730
15571,3892.35,600
15572,3965.2,343
15573,1188.42,211
15574,1101.44,230
15575,30.1,3
15576,921.37,43
15577,396.03000000000003,59
15578,127.1,13
15579,1250.63,161
15580,1375.39,225
15581,7480.4,684
15582,682.9100000000001,44
15583,95.96,39
15584,1268.2,220
15585,455.3,31
15586,1139.1,38
15587,1522.0800000000002,14
15588,579.6,4
15589,478.53000000000003,29
15590,1496.6,87
15591,217.9,7
15592,388.58,24
15593,199.8,5
15594,1771.78,103
15595,357.6,4
15596,2727.72,155
15597,563.37,37
15598,548.02,36
15599,1250.06,83
15600,1199.31,71
15601,14191.74,824
15602,3137.96,125
15603,88.48,4
15604,216.39,17
15605,1741.95,99
15606,5230.99,145
15607,1708.97,109
15608,1785.98,105
15609,298.48,16
15610,112.46000000000001,6
15611,2997.28,94
15612,195.15,6
15613,433.71999999999997,27
15614,3147.36,81
15615,21373.97,901
15616,317.11,13
15617,828.5500000000001,42
15618,776.851,45
15619,336.40000000000003,3
15620,1942.36,129
15621,1293.03,16
15622,7852.61,426
15623,2437.05,108
15624,588.13,34
15625,3236.4,171
15626,1067.52,80
15627,566.9,24
15628,5333.08,299
15629,2240.9,77
15630,1481.4,80
15631,596.67,39
15632,3285.31,167
15633,4335.96,176
15634,554.65,34
15635,100.35,2
15636,1444.58,57
15637,797.59,41
15638,2265.2,25
15639,1065.08,69
15640,23494.31,748
15641,5345.55,311
15642,105.78000000000002,6
15643,664.0,33
15644,803.54,232
15645,1055.17,68
15646,784.8100000000001,68
15647,169.0,11
15648,639.5,24
15649,1660.35,11
15650,553.88,36
15651,1259.06,60
15652,1405.94,102
15653,877.4399999999999,6
15654,922.53,21
15655,560.67,34
15656,748.5,47
15657,30.0,1
15658,2117.27,102
15659,532.49,21
15660,2603.69,151
15661,1215.95,44
15662,283.73,12
15663,138.14,9
15664,1254.03,70
15665,3987.07,286
15666,632.9399999999999,67
15667,301.32,13
15668,76.32000000000001,1
15669,684.34,33
15670,325.2,19
15671,2657.13,78
15672,45.300000000000004,3
15673,6204.32,268
15674,6948.2300000000005,351
15675,542.04,35
15676,3435.76,202
15677,1305.63,72
15678,1825.94,92
15679,781.28,110
15680,4028.69,236
15681,2989.7,88
15682,318.24,25
15683,524.54,26
15684,173.95,11
15685,55.980000000000004,17
15686,90.0,1
15687,2993.1,166
15688,190.57,27
15689,521.03,24
15690,239.76,19
15691,571.3,14
15692,191.04,12
15693,37.5,1
15694,9978.48,143
15695,1131.04,59
15696,3881.2200000000003,221
15697,246.75,14
15698,46.2,2
15699,309.65,18
15700,696.68,86
15701,1529.0,230
15702,140.39000000000001,30
15703,211.5,5
15704,3734.6600000000003,204
15705,143.1,6
15706,1060.56,55
15707,916.98,205
15708,3887.15,337
15709,327.85,27
15710,898.87,110
15711,420.25,25
15712,3472.4100000000003,166
15713,839.64,52
15714,783.96,48
15715,658.02,38
15716,2485.26,286
15717,607.0,24
15718,293.79,18
15719,10195.97,1770
15720,739.22,153
15721,471.40000000000003,84
15722,5234.0,178
15723,930.7,123
15724,310.85,17
15725,415.25,32
15726,321.91,23
15727,9371.71,685
15728,544.6,12
15729,192.55,11
15730,1726.58,111
15731,125.3,8
15732,1543.97,99
15733,162.3,10
15734,2263.3,43
15735,327.68,19
15736,1767.12,100
15737,1188.1200000000001,71
15738,13043.32,482
15739,449.12,8
15740,154.88,9
15741,208.62,12
15742,156.87,41
15743,775.96,86
15744,34.8,3
15745,1094.59,62
15746,196.88,28
15747,2499.81,216
15748,609.8100000000001,36
15749,44534.3,10
15750,6452.991,628
15751,1380.44,130
15752,3924.91,586
15753,79.2,1
15754,3037.61,131
15755,5993.12,371
15756,528.01,191
15757,2940.36,193
15758,205.25,9
15759,830.9300000000001,17
15760,13916.34,2
15761,143.05,5
15762,583.75,37
15763,1086.92,61
15764,4503.08,249
15765,370.63,25
15766,831.06,26
15768,15308.89,1208
15769,88612.52,223
15770,321.45,18
15771,1006.54,28
15772,280.88,16
15773,774.52,47
15774,1288.34,110
15775,150.5,9
15776,241.62,18
15777,1762.61,39
15778,307.95,17
15779,124.08000000000001,8
15780,475.28000000000003,29
15781,345.46,20
15782,4014.1,61
15783,246.3,14
15784,848.3299999999999,43
15785,5969.93,225
15786,8501.62,465
15787,933.26,200
15788,221.82999999999998,14
15789,1962.01,138
15790,218.75,34
15791,3608.34,167
15792,933.84,57
15793,2399.57,30
15794,777.0,15
15795,1979.8700000000001,131
15796,5171.63,293
15797,2821.08,12
15798,1535.37,83
15799,1421.34,154
15800,1227.07,232
15801,1063.95,64
15802,451.42,1
15803,1929.66,51
15804,4206.39,262
15805,10148.93,529
15806,784.58,31
15807,1817.52,88
15808,17180.25,772
15809,1274.44,58
15810,2999.04,166
15811,3486.15,273
15812,5201.47,125
15813,1303.9099999999999,40
15814,2634.44,98
15815,2100.6,49
15816,144.14999999999998,11
15817,2766.4,152
15818,340.5,11
15819,3934.79,260
15820,206.98,17
15821,570.96,62
15822,1840.06,65
15823,3882.17,155
15824,890.94,26
15825,532.94,20
15826,2598.28,119
15827,3603.14,217
15828,1108.82,74
15829,636.14,51
15830,576.0,39
15831,794.64,66
15832,836.79,54
15833,80.4,5
15834,3764.39,374
15835,954.09,50
15836,137.37,10
15837,777.01,52
15838,73205.5,206
15839,1048.49,62
15840,355.56,27
15841,2742.41,92
15842,548.8,25
15843,118.95000000000002,8
15844,130.73999999999998,11
15845,4426.28,174
15846,107.01,29
15847,822.57,48
15848,137.99,34
15850,1006.75,311
15851,109.73,8
15852,257.26,33
15853,110.8,30
15854,5578.28,256
15855,1052.72,95
15856,32275.95,1102
15857,570.48,24
15858,3552.41,435
15859,438.46,22
15860,2361.3,343
15861,4369.2,788
15862,2512.29,498
15863,355.1,77
15864,2180.76,23
15865,2241.42,126
15866,211.89,43
15867,8923.3,1020
15868,94.53,4
15869,321.11,34
15870,857.46,143
15871,33.099999999999994,5
15872,729.25,188
15873,313.91999999999996,6
15874,11284.76,342
15875,108.52,23
15876,1449.1399999999999,11
15877,490.33,126
15878,330.77,51
15879,1137.8,179
15880,329.03000000000003,96
15881,501.39000000000004,29
15882,1124.66,59
15883,396.48,49
15884,244.60000000000002,14
15885,1951.82,115
15886,1052.8700000000001,62
15887,1027.15,37
15888,429.16,39
15889,1427.6,301
15890,535.65,10
15891,511.68,60
15892,128.2,38
15893,305.28000000000003,1
15894,258.25,37
15895,179.17,11
15897,208.59,22
15898,4996.45,619
15899,56.25,4
15900,886.5699999999999,126
15901,687.72,164
15902,145.01,18
15903,8939.84,116
15904,164.68,30
15905,114.69,22
15906,2530.19,201
15907,882.72,226
15908,758.62,40
15909,191.94,7
15910,2661.17,620
15911,1700.24,258
15912,1074.7,95
15913,6.300000000000001,1
15914,205.99,13
15915,364.45,113
15916,3145.2400000000002,306
15917,530.17,142
15918,582.88,61
15919,525.69,122
15920,569.14,107
15921,775.26,79
15922,369.5,11
15923,127.08,21
15924,102.82,15
15925,207.15,12
15926,134.44,7
15927,106.54,15
15928,293.53,11
15929,594.0,1
15930,426.63,21
15931,239.9,14
15932,2495.87,115
15933,1107.46,74
15934,2190.66,29
15935,416.86,12
15936,282.79,19
15937,145.35,7
15938,734.81,39
15939,9060.39,161
15940,35.8,1
15941,405.0,6
15942,337.44,14
15943,271.28999999999996,12
15944,2164.24,38
15945,646.27,28
15946,2304.18,26
15947,1708.24,29
15948,1509.0900000000001,95
15949,364.72,19
15950,7120.91,393
15951,1013.17,59
15952,781.91,84
15953,3440.3399999999997,167
15954,190.75,20
15955,8085.9800000000005,342
15956,617.6,18
15957,921.25,146
15958,462.12,65
15959,542.89,71
15960,410.95,26
15961,451.28999999999996,42
15962,289.48,55
15963,470.76,28
15964,269.21000000000004,20
15965,2771.94,332
15966,426.53000000000003,27
15967,2966.0,480
15968,404.55,80
15969,1127.05,35
15970,1017.32,24
15971,5902.83,42
15972,1769.33,139
15973,680.62,11
15974,3442.15,176
15975,371.01,24
15976,1694.41,378
15977,1054.73,65
15978,3279.42,129
15979,329.22,22
15980,6543.68,115
15981,9362.77,288
15982,324.51,45
15983,3110.37,258
15984,8393.02,700
15985,2715.28,104
15986,354.42,25
15987,1535.99,169
15988,738.89,120
15989,368.31,86
15990,1997.75,177
15991,150.55,6
15992,896.6,54
15993,2777.67,543
15994,1175.68,108
15995,694.54,110
15996,1386.4,173
15998,8274.14,1425
15999,20.4,1
16000,12393.7,9
16001,583.39,29
16002,169.21,42
16003,5613.83,203
16004,2146.39,90
16005,2365.4900000000002,484
16006,332.82,78
16007,3053.06,657
16008,5339.13,253
16009,972.11,82
16010,1694.86,289
16011,5601.01,425
16012,2978.59,239
16013,56078.44,216
16014,1100.28,275
16015,704.55,181
16016,2083.4,297
16017,1545.58,130
16018,698.13,56
16019,17329.16,403
16020,851.01,46
16021,487.03,126
16022,602.63,71
16023,719.81,101
16024,483.99,85
16025,439.65999999999997,28
16026,236.09,32
16027,2048.36,35
16028,82.2,5
16029,117763.62,370
16030,331.24,29
16031,547.9,98
16032,1965.72,210
16033,10608.81,1359
16034,911.3199999999999,56
16035,217.73,21
16036,2556.84,140
16037,1509.34,71
16038,471.78000000000003,26
16039,456.4,32
16040,2416.9,125
16041,3166.4,6
16042,2245.32,129
16043,1856.5900000000001,73
16044,340.84000000000003,19
16045,3434.9300000000003,148
16046,235.78,22
16047,107.14,1
16048,818.7900000000001,36
16049,1852.15,485
16050,300.7,21
16051,188.44,12
16052,362.06,34
16053,3634.84,194
16054,2111.88,122
16055,134.8,8
16056,650.75,66
16057,3854.85,218
16058,62.7,2
16059,3053.57,391
16060,541.95,24
16061,89.65,3
16062,2863.45,185
16063,335.32,23
16064,109.31,17
16065,1992.13,353
16066,1521.04,101
16067,3269.11,68
16068,115.73,35
16069,457.7,25
16070,852.15,33
16071,1076.8,73
16072,4180.09,531
16073,122.39999999999999,1
16074,252.5,25
16075,736.9300000000001,41
16076,2234.73,129
16077,2300.4,8
16078,362.99,39
16079,1352.0,21
16080,602.5600000000001,30
16081,4278.96,368
16082,106.75,16
16083,2351.42,71
16084,436.18,38
16085,2341.03,375
16086,2687.73,129
16087,1739.92,10
16088,1437.43,6
16089,263.49,47
16090,180.56,18
16091,315.06,18
16092,1587.94,90
16093,17.0,1
16094,3695.56,196
16095,447.05,30
16096,1584.97,66
16097,185.04999999999998,10
16098,4010.7,150
16099,1573.2,69
16100,582.64,37
16101,3229.16,192
16102,1842.14,57
16103,6191.71,200
16104,2774.46,232
16105,2386.19,110
16106,108.38,6
16107,3204.1600000000003,31
16108,2235.92,135
16109,939.48,31
16110,1781.59,430
16111,549.33,73
16112,195.73999999999998,16
16113,161.38,30
16114,135.75000000000003,8
16115,2553.8,419
16116,612.78,34
16117,654.4,89
16118,4376.25,41
16119,1720.81,54
16120,2967.51,92
16121,1450.04,344
16122,895.62,54
16123,307.78,16
16124,1772.49,82
16125,4292.35,287
16126,14644.6,381
16127,801.31,75
16128,3801.05,182
16129,1396.05,96
16130,987.48,55
16131,9957.42,219
16132,664.1999999999999,17
16133,22992.260000000002,544
16134,2145.34,116
16135,819.45,39
16136,946.8,46
16137,422.7,28
16138,910.35,37
16139,1111.15,57
16140,1433.46,64
16141,955.94,50
16142,535.34,37
16143,4555.08,223
16144,175.2,1
16145,6805.4400000000005,396
16146,946.38,41
16147,2398.91,136
16148,386.62,9
16149,422.22,30
16150,4002.17,216
16152,1829.04,29
16153,5133.49,226
16155,796.9,48
16156,6188.18,261
16157,656.69,18
16158,628.32,35
16159,1232.79,52
16160,1025.44,20
16161,12580.06,1134
16162,37.4,2
16163,2407.98,68
16164,822.48,34
16165,79.9,1
16166,435.83,22
16167,1386.1200000000001,63
16168,10360.67,306
16169,1822.97,85
16170,6869.0,440
16171,73.2,3
16172,1884.55,113
16173,1418.32,84
16174,2246.75,65
16175,1836.44,98
16176,2052.69,72
16177,2247.31,118
16178,612.6,25
16179,215.83,11
16180,16249.87,327
16181,305.54,11
16182,9971.65,51
16183,1077.81,41
16184,1158.79,45
16185,644.72,40
16186,8718.43,505
16187,6911.4400000000005,295
16188,1087.66,74
16189,215.48,11
16190,2723.55,119
16191,15677.82,232
16192,351.3,11
16193,630.43,38
16194,308.59999999999997,8
16195,323.25,16
16196,93.3,4
16197,2016.71,93
16198,1030.0410000000002,33
16199,942.75,10
16200,5608.1,613
16201,2112.12,124
16202,2501.9900000000002,124
16203,943.84,66
16204,918.71,101
16205,1820.1100000000001,197
16206,2589.87,240
16207,394.38,19
16208,3440.45,253
16209,4146.78,67
16210,33750.97,256
16211,1090.59,36
16212,1293.71,78
16213,159.0,6
16214,2038.25,98
16215,242.35,14
16216,914.9300000000001,37
16217,304.25,15
16218,3968.67,136
16219,40.8,1
16221,2019.92,239
16222,1272.05,145
16223,1087.05,123
16224,1616.54,116
16225,2859.31,300
16226,672.1700000000001,31
16227,1027.22,34
16228,885.71,54
16229,2867.86,176
16230,542.03,35
16231,1074.47,100
16232,2712.97,105
16233,1818.31,73
16234,333.18,15
16235,2053.71,115
16236,432.2,20
16237,136.65,7
16238,63.66,6
16239,1492.2,35
16240,3718.8,135
16241,3992.86,962
16242,7404.65,672
16243,409.1,51
16244,1522.75,91
16245,1413.66,90
16246,821.35,88
16247,114.56,16
16248,152.94,7
16249,1800.07,69
16250,565.24,35
16251,128.31,20
16252,295.09000000000003,21
16253,7272.2,297
16254,967.44,74
16255,4530.0,508
16256,1629.37,29
16257,46.95,2
16258,11942.52,344
16259,340.94,85
16260,1035.45,18
16261,1041.16,163
16262,755.15,46
16263,348.16,21
16264,823.53,63
16265,6935.17,337
16266,1757.95,109
16267,186.66,7
16268,667.65,45
16269,717.57,53
16270,1141.24,54
16271,3397.82,299
16272,411.7,25
16273,318.34000000000003,15
16274,351.75,65
16275,2151.11,111
16276,2629.3900000000003,26
16277,188.69,23
16278,1117.84,55
16279,5698.28,348
16280,238.05,16
16281,3424.02,39
16282,1307.58,33
16283,4350.32,582
16284,1018.48,133
16285,176.9,31
16286,328.95,17
16287,1006.98,42
16288,129.85,7
16289,136.31,21
16290,1957.7,124
16291,117.72,1
16292,1253.76,62
16293,4279.2,225
16294,126.05000000000001,8
16295,1328.55,79
16296,1313.67,74
16297,301.9,20
16298,1085.7,47
16299,193.65,12
16300,1367.32,238
16301,107.33,6
16302,233.22,11
16303,7928.27,286
16304,381.66,25
16305,361.21999999999997,22
16306,1124.72,67
16307,1194.92,75
16308,5120.0,7
16309,706.57,42
16310,460.08,28
16311,616.26,37
16312,171.15,10
16313,274.15000000000003,16
16314,1491.4,62
16315,402.71,23
16316,5744.91,297
16317,2192.51,117
16318,328.15,19
16319,404.40000000000003,3
16320,5628.99,241
16321,604.5500000000001,23
16322,326.75,37
16323,353.66,4
16324,408.59000000000003,111
16325,3597.5,138
16326,4721.25,467
16327,10159.64,877
16328,310.83,16
16329,1664.92,104
16330,625.38,117
16331,2037.7,34
16332,2000.01,197
16333,26626.8,45
16334,263.73,54
16335,2753.52,361
16336,3517.69,68
16337,151.05,10
16338,214.79999999999998,11
16339,94.05,18
16340,1496.24,357
16341,3850.79,158
16342,322.41,15
16343,614.12,78
16344,842.42,46
16345,1178.79,108
16346,224.51,15
16347,3442.96,342
16348,1744.42,253
16349,53.5,9
16350,2253.89,122
16351,3330.0299999999997,187
16352,494.44,28
16353,9795.460000000001,173
16354,1119.46,140
16355,416.35,48
16356,415.87,59
16357,868.37,47
16358,2919.65,154
16359,2697.75,125
16360,3450.41,636
16361,891.21,104
16362,922.16,90
16363,109.36000000000001,5
16364,705.79,52
16365,3167.34,124
16366,1548.1299999999999,78
16367,1350.48,223
16368,621.44,90
16369,2656.56,169
16370,1301.91,221
16371,157.2,11
16372,1290.31,315
16373,309.49,29
16374,1723.4,346
16375,104.0,13
16376,974.96,122
16377,1308.48,10
16378,362.95,23
16379,2157.4,108
16380,1743.1499999999999,31
16381,247.85,61
16382,353.1,44
16383,2896.69,400
16384,1358.95,81
16385,881.35,114
16386,1068.16,139
16387,882.46,87
16388,186.05,13
16389,1382.07,34
16390,467.5,21
16391,1052.26,304
16392,756.7,144
16393,5297.77,747
16394,1555.34,83
16395,3518.41,634
16396,137.8,8
16397,123.13,9
16398,1705.8,82
16399,630.22,110
16400,3059.85,267
16401,6849.15,363
16402,293.45,57
16403,177.5,10
16404,443.05,23
16405,167.25,5
16406,528.36,148
16407,2761.65,225
16408,231.93,45
16409,5652.74,775
16410,130.32,5
16411,756.39,181
16412,593.19,122
16413,522.03,68
16414,551.21,63
16415,696.76,145
16416,2957.88,186
16417,35.7,1
16418,1028.74,156
16419,1463.7,90
16420,75.0,2
16421,526.27,38
16422,61920.87,698
16423,346.12,18
16424,443.06,13
16425,302.7,21
16426,1863.76,353
16427,241.06,9
16428,638.49,127
16429,284.55,2
16430,1117.94,28
16431,623.28,76
16432,287.4,8
16433,384.52,34
16434,2673.69,180
16435,1003.0699999999999,125
16436,319.14,40
16437,301.25,21
16438,798.35,132
16439,310.70000000000005,9
16440,3856.9700000000003,307
16441,1019.13,85
16442,891.98,247
16443,162.24,1
16444,3625.88,371
16445,583.16,180
16446,168472.5,3
16447,727.1,68
16448,361.12,50
16449,707.69,40
16450,1505.73,43
16451,1013.15,65
16452,332.17,18
16453,251.71,15
16454,30.950000000000003,4
16455,3995.57,205
16456,6000.94,391
16457,208.36,9
16458,5690.89,381
16459,71.78999999999999,5
16460,811.23,132
16461,1545.83,252
16462,136.0,3
16463,1422.4,82
16464,1298.66,230
16465,746.24,48
16466,3767.09,336
16467,2869.16,24
16468,787.52,45
16469,803.9,194
16470,2416.85,468
16471,1189.98,62
16472,789.6,39
16473,470.83,28
16474,1810.65,337
16475,544.3,28
16476,350.35,24
16477,4094.37,246
16478,331.0,17
16479,300.83,35
16480,769.29,53
16481,453.38,16
16482,220.62,18
16483,139.35,19
16484,404.3,25
16485,2287.19,144
16486,134.36,7
16487,209.4,35
16488,498.8,29
16489,303.7,6
16490,205.41000000000003,13
16491,1533.16,87
16492,385.56,23
16493,2132.09,111
16494,826.53,50
16495,648.26,88
16496,2330.77,138
16497,6695.28,337
16498,100.97,15
16499,2578.34,144
16500,843.9100000000001,34
16501,1191.23,199
16502,258.55,41
16503,3614.34,213
16504,465.88,83
16505,777.6,4
16506,90.30000000000001,3
16507,142.71,38
16508,240.95,43
16509,363.7,13
16510,1777.5,112
16511,1760.49,304
16513,874.59,35
16515,3179.06,236
16516,101.69999999999999,6
16517,162.7,17
16518,959.37,68
16519,439.06,36
16520,2148.38,352
16521,1140.11,237
16522,433.36,18
16523,11916.33,371
16524,306.19,53
16525,24151.3,353
16526,717.21,35
16527,1232.94,73
16528,244.41,17
16529,1986.8,128
16530,48.349999999999994,3
16531,2298.33,138
16532,8756.64,6
16533,1082.81,176
16534,635.9,36
16535,972.04,71
16536,548.12,54
16537,23.35,4
16538,395.07,41
16539,3289.66,131
16540,205.75,29
16541,424.03,38
16542,257.32,14
16543,292.21,18
16544,376.70000000000005,11
16545,689.82,8
16546,5307.07,88
16547,104.25999999999999,25
16548,30.15,6
16549,12781.8,3093
16550,8813.58,755
16551,2237.12,88
16552,379.73,17
16553,16584.01,292
16554,2841.72,167
16555,1915.68,66
16556,8012.58,482
16557,281.85,11
16558,13304.11,753
16559,175.0,17
16560,3048.38,198
16561,511.12,31
16562,223.85999999999999,34
16563,4412.56,89
16564,87.8,5
16565,773.05,11
16566,614.66,18
16567,865.6,35
16568,1020.9000000000001,5
16569,1455.23,35
16570,7434.31,241
16571,4248.74,255
16572,1009.6,57
16573,663.61,42
16574,1301.78,86
16576,540.87,33
16577,380.0,23
16578,156.6,9
16579,295.05,14
16581,105.84,9
16582,313.62,6
16583,297.95,18
16584,3156.17,82
16585,341.59,18
16586,1462.78,28
16587,225.15,13
16588,1361.28,71
16589,612.36,44
16590,605.9,29
16591,213.5,10
16592,7807.91,428
16593,1071.1399999999999,78
16594,181.09,53
16595,1757.75,452
16596,458.98,24
16597,90.04,7
16598,145.04999999999998,10
16599,172.8,12
16600,2153.41,143
16601,677.0,69
16602,763.33,40
16603,482.47,34
16604,432.45,12
16605,60.48,1
16606,357.66,22
16607,5706.87,298
16608,1286.6200000000001,121
16609,5493.46,276
16610,75.66,6
16611,1785.13,110
16612,3245.43,167
16613,618.59,30
16614,1179.79,49
16615,291.5,19
16616,500.42,33
16617,151.85,5
